Ticker,Year,ESG Score,E Score,S Score,G Score,ESG Grade,E Grade,S Grade,G Grade,Company Name,Accumulated Other Comprehensive Income (Loss),Assets - Other,Accum Other Comp Inc - Other Adjustments,Accum Other Comp Inc - Unreal G/L Ret Int in Sec Assets,Assets and Liabilities - Other - Net Change,Accounts Payable - Trade,Assets - Total,Book Value Per Share,Capital Surplus/Share Premium Reserve,Capital Expenditures,Common/Ordinary Equity - Total,Common Equity - Liquidation Value,Common Equity - Tangible,Cash and Short-Term Investments,Cash and Cash Equivalents - Increase/(Decrease),Comprehensive Income - Total,Comp Inc - Beginning Net Income,Comprehensive Income - Noncontrolling Interest,Comp Inc - Other Adj,Comp Inc - Minimum Pension Adj,Comprehensive Income - Parent,Cost of Goods Sold,Common Shares Used to Calc Earnings Per Share - Fully Diluted,Common Shares Issued,Common Shares Outstanding,Common Shares Used to Calculate Earnings Per Share - Basic,Common/Ordinary Shareholders,Common/Ordinary Stock (Capital),Common Stock-Carrying Value,Common Stock Equivalents - Dollar Savings,Dilution Adjustment,Dilution Available - Excluding Extraordinary Items,Debt in Current Liabilities - Total,Long-Term Debt - Issuance,Long-Term Debt - Reduction,Long-Term Debt - Total,Discontinued Operations,Cash Dividends (Cash Flow),Dividends Common/Ordinary,Dividends - Preferred/Preference,Dividends - Total,Earnings Before Interest and Taxes,Employees,Earnings Per Share (Diluted) - Including Extraordinary Items,Earnings Per Share (Diluted) - Excluding Extraordinary Items,Earnings Per Share (Basic) - Including Extraordinary Items,Earnings Per Share (Basic) - Excluding Extraordinary Items,Common ESOP Obligation - Total,Preferred ESOP Obligation - Total,Exchange Rate Effect,Financing Activities - Other,Financing Activities - Net Cash Flow,Funds from Operations - Other,Gross Profit (Loss),Income Before Extraordinary Items,Income Before Extraordinary Items - Adjusted for Common Stock Equivalents,Income Before Extraordinary Items (Cash Flow),Income Before Extraordinary Items - Available for Common,Invested Capital - Total,Investing Activities - Other,Investing Activities - Net Cash Flow,Liabilities - Other - Total,Liabilities and Stockholders Equity - Total,Liabilities - Total,Noncontrolling Interest (Balance Sheet),Net Income (Loss),Net Income Adjusted for Common/Ordinary Stock (Capital) Equivalents,Nonoperating Income (Expense),Notes Payable - Short-Term Borrowings,Operating Activities - Net Cash Flow,Operating Income After Depreciation,Earnings Per Share from Operations,Earnings Per Share - Diluted - from Operations,Pretax Income,Nonred Pfd Shares Outs (000),Redeem Pfd Shares Outs (000),Preferred/Preference Stock (Capital) - Total,Preferred Stock - Liquidating Value,Preferred/Preference Stock - Nonredeemable,Preferred/Preference Stock - Redeemable,Preferred Stock - Redemption Value,Retained Earnings,Receivables - Total,Revenue - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Special Items,Stock Compensation Expense,Stockholders Equity - Total,Treasury Stock - Total (All Capital),Treasury Stock - Common,Treasury Stock - Number of Common Shares,Treasury Stock - Preferrred,Excess Tax Benefit of Stock Options - Cash Flow Financing,Net Deferred Tax Asset (Liab) - Total,Income Taxes Paid,Income Taxes - Total,Extraordinary Items and Discontinued Operations,Extraordinary Items and Discontinued Operations (Cash Flow),Operating Expenses - Total,Stock Exchange Code,North America Industrial Classification System - Historical,Standard Industrial Classification - Historical,Common Shares Traded - Annual - Calendar,Dividends per Share - Pay Date - Calendar,Dividends per Share - Ex-Date - Calendar,Price Close - Annual - Calendar,Price High - Annual - Calendar,Price Low - Annual - Calendar,Cumulative Adjustment Factor by Ex-Date - Calendar,Common Shares Traded - Annual - Fiscal,Dividends per Share - Pay Date - Fiscal,Dividends per Share - Ex-Date - Fiscal,Price Close - Annual - Fiscal,Price High - Annual - Fiscal,Price Low - Annual - Fiscal,GIC Groups,GIC Industries,GIC Sectors,GIC Sub-Industries,North American Industry Classification Code
DHI,2017,37.79965628,32.63640805,24.0643997,66.03044763,C,C-,D+,B,D R HORTON INC,0,515,0,0,20.2,632.3,12184.6,20.6597,2992.2,157.3,7747.1,7747.1,7667.1,1017.1,-295.4,1038.4,1038.4,0,0,0,1038.4,10993.4,378.9,384.036,374.986,374.3,0.373,3.8,0.01,0,0,1038.4,829.6,835,1245.3,2042,0,149.6,149.6,0,149.6,1591.1,7.735,2.74,2.74,2.77,2.77,0,0,0,0,-559.5,85.1,3112.1,1038.4,1038.4,1038.4,1038.4,9789.6,6.2,-171,506,12184.6,4437,0,1038.4,1038.4,140.3,420,435.1,1591.1,2.77,2.74,1602.1,0,0,0,0,0,0,0,4946,112.7,14105.5,14105.5,7747.1,0,59.2,7747.6,194.9,194.9,9.05,0,14.3,365,446.4,563.7,0,0,12465,11,236117,1531,1000901525,0.425,0.425,51.07,51.83,27.21,1,1039643993,0.4,0.4,39.93,40.01,26.69,2520,252010,25,25201030,1531
DHI,2018,37.05126563,36.09602657,22.2117839,61.5415978,C,C,D+,B,D R HORTON INC,0,282.4,0,0,18.5,624.7,14114.6,23.878,3085,138.3,8984.4,8984.4,8875.2,1506,465.3,1462.3,1462.3,2,0,0,1460.3,12315.4,383.4,388.12,376.262,376.6,0.358,3.9,0.01,0,0,1460.3,1100,2381.2,2181.7,2103.5,0,188.4,188.4,0,188.4,2038,8.437,3.81,3.81,3.88,3.88,0,0,0,-3.2,-82.5,106.2,3767.7,1460.3,1460.3,1462.3,1460.3,11262.4,291.7,2.6,539.5,14114.6,4955.7,0,1460.3,1460.3,177.2,637.7,545.2,2038,4.23,4.15,2060,0,0,0,0,0,0,0,6217.9,136.3,16083.1,16083.1,8984.4,-29.8,55.8,9158.9,322.4,322.4,11.858,0,0,194,387.2,597.7,0,0,13986.9,11,236117,1531,1179529767,0.525,0.525,34.66,53.32,32.39,1,1063962629,0.5,0.5,42.18,53.32,38.58,2520,252010,25,25201030,1531
DHI,2019,37.07326827,34.9478494,19.86492856,66.79604502,C,C,D+,B+,D R HORTON INC,0,259,0,0,-35.4,634,15606.6,27.1989,3179.1,224.1,10020.9,10020.9,9857.4,1514,8,1618.6,1618.6,0.1,0,0,1618.5,13654.8,377.4,392.173,368.431,372.6,0.319,3.9,0.01,0,0,1618.5,1605.3,2528.2,2686.1,1794.1,0,223.4,223.4,0,223.4,2057.1,8.916,4.29,4.29,4.34,4.34,0,0,0,96.8,-490.1,127.2,3955.7,1618.5,1618.5,1618.6,1618.5,12089.2,143.8,-394,587.4,15606.6,5311.5,0,1618.5,1618.5,208.4,888.9,892.1,2057.1,4.34,4.29,2125.3,0,0,0,0,0,0,0,7640.1,218,17610.5,17610.5,10020.9,0,73.2,10295.1,802.2,802.2,23.742,0,0,163.1,488,506.7,0,0,15487.3,11,236117,1531,1198430212,0.625,0.625,52.75,56.12,34.08,1,1288373761,0.6,0.6,52.71,53.06,32.39,2520,252010,25,25201030,1531
DHI,2020,42.53867921,35.08172239,24.72406069,80.14229209,C+,C,D+,A-,D R HORTON INC,0,236,0,0,415.5,900.5,18912.3,32.5275,3240.9,286.8,11840,11840,11659.4,3040.1,1526.1,2380.5,2380.5,6.8,0,0,2373.7,15303.8,370.2,394.741,364,365.5,0.302,3.9,0.01,0,0,2373.7,1578.7,2346.1,1682.9,2741.6,0,256,256,0,256,2915.1,9.716,6.41,6.41,6.49,6.49,0,0,0,-5.1,270.6,101.6,5032.3,2373.7,2373.7,2380.5,2373.7,14863.1,129.8,-166.1,702,18912.3,6790.8,0,2373.7,2373.7,221.2,1132.6,1421.6,2915.1,6.49,6.41,2983,0,0,0,0,0,0,0,9757.8,271.4,20336.1,20336.1,11840,0,77.8,12121.5,1162.6,1162.6,30.741,0,0,144.9,581.3,602.5,0,0,17351.6,11,236117,1531,1026988868,0.725,0.725,68.92,81.21,25.51,1,1112665692,0.7,0.7,75.63,77.45,25.51,2520,252010,25,25201030,1531
DHI,2021,49.87426301,33.21554381,42.03915363,83.80560269,C+,C-,C+,A,D R HORTON INC,0,223.1,0,0,405.4,1177,24015.9,41.8141,3274.8,267.4,14886.5,14886.5,14718.9,3237.2,197.1,4191.2,4191.2,15.4,0,0,4175.8,19825.9,365.8,397.19,356.016,361.1,0.284,4,0.01,0,0,4175.8,1900,1541.6,826.3,3549.4,0,289.3,289.3,0,289.3,5348.1,11.788,11.41,11.41,11.56,11.56,0,0,0,31.1,-85.1,138.1,7977.6,4175.8,4175.8,4191.2,4175.8,18765.6,39.7,-252.2,873,24015.9,8799.7,0,4175.8,4175.8,178.5,1494.6,534.4,5348.1,11.6,11.45,5356.3,0,0,0,0,0,0,0,13644.3,321.7,27803.5,27803.5,14886.5,-18.1,91.4,15216.2,2036.6,2036.6,41.174,0,0,155.3,1137.8,1165.1,0,0,22382.1,11,236117,1531,744236217,0.825,0.825,108.45,110.45,64.32,1,762517353,0.8,0.8,83.97,106.89,64.32,2520,252010,25,25201030,1531
DHI,2022,51.32607961,33.35428876,45.21196639,84.2681851,B-,C,C+,A,D R HORTON INC,0,571.4,0,0,-76,1360.3,30351.1,56.3923,3349.5,148.2,19396.3,19396.3,18935.6,2572.9,-664.3,5895.6,5895.6,38.1,0,0,5857.5,22903.9,354.8,399.173,343.953,351.7,0.274,4,0.01,0,0,5857.5,2500,4250,3801.2,3614.8,0,316.5,316.5,0,316.5,7613.6,13.237,16.51,16.51,16.65,16.65,0,0,0,93.1,-811.2,175.5,10619.3,5857.5,5857.5,5895.6,5857.5,23400.4,4.8,-414.9,1503.4,30351.1,10565.5,0,5857.5,5857.5,178.6,1618.3,561.8,7613.6,16.65,16.51,7629.7,0,0,0,0,0,0,0,19185.3,423.1,33523.2,33523.2,19396.3,0,105.1,19785.6,3142.5,3142.5,55.22,0,0,141.1,1701.1,1734.1,0,0,25837.6,11,236117,1531,866027530,0.925,0.925,89.14,108.64,59.25,1,849387362,0.9,0.9,67.35,110.45,59.25,2520,252010,25,25201030,1531
SBUX,2014,83.35270875,89.58755836,74.70070604,90.71934818,A,A,B+,A,STARBUCKS CORP,25.3,1102.2,0,0,559.1,533.7,10752.9,7.034,39.4,1160.9,5272,5272,4142.3,1843.8,-867.3,2026,2067.7,-0.4,0,0,2026.4,11954.3,763.1,749.5,749.5,753.1,17.8,0.7,0.001,0,0,2068.1,0,748.5,0,2048.3,0,783.1,827,0,827,2797.6,191,2.71,2.71,2.75,2.75,0,0,-34.1,-6.9,-623.3,105,4493.5,2068.1,2068.1,2067.7,2068.1,7322,84.8,-817.7,385.3,10752.9,5479.2,0,2068.1,2068.1,349.4,0,607.8,2797.6,2.68,2.64,3159.7,0,0,0,0,0,0,0,5231.9,631,16447.8,16447.8,5272,83,183.2,5273.7,0,0,0,0,114.4,1209.6,766.3,1092,0,0,12940.6,14,722513,5812,1200642679,1.1,1.1,82.05,84.2,67.93,2,1186760997,1.04,1.04,75.46,82.5,67.93,2530,253010,25,25301040,5812
SBUX,2015,73.54026712,75.62283765,67.52473728,80.68924842,B+,A-,B+,A-,STARBUCKS CORP,-199.4,1244.8,0,0,569.5,684.2,12446.1,3.9176,41.1,1303.7,5818,5818,3722.2,1611.4,-178.3,2534.6,2759.3,-29.2,0,0,2563.8,13721,1513.4,1485.1,1485.1,1495.9,17.9,1.5,0.001,0,0,2757.4,0,848.5,610.1,2347.5,0,928.6,1016.2,0,1016.2,3363,238,1.82,1.82,1.84,1.84,0,0,-150.6,-378.9,-2256.5,-202,5441.7,2757.4,2757.4,2759.3,2757.4,8167.3,15.7,-1520.3,557.5,12446.1,6626.3,0,2757.4,2757.4,296.5,0,3749.1,3363,1.62,1.6,3903,0,0,0,0,0,0,0,5775.4,719,19162.7,19162.7,5818,317.6,209.8,5819.8,0,0,0,0,132.4,1137.4,1072.2,1143.7,0,0,14905.8,14,722513,5812,2173983021,0.68,0.68,60.03,64,39.28,1,2257078534,0.64,0.64,56.84,59.3198,35.385,2530,253010,25,25301040,5812
SBUX,2016,62.91872596,66.31503298,68.05883838,52.15188101,B,B,B+,B-,STARBUCKS CORP,-108.4,1303.1,-121.7,0,429.2,730.6,14329.5,4.0288,41.1,1440.3,5884,5884,3648.1,2263.2,598.7,2909.9,2818.9,1.2,104.5,0,2908.7,15120.8,1486.7,1460.5,1460.5,1471.6,18.1,1.5,0.001,0,0,2817.7,400,1254.5,0,3202.2,0,1178,1246.2,0,1246.2,3853.7,254,1.9,1.9,1.91,1.91,0,0,-3.5,-8.4,-1750,134.3,6195.1,2817.7,2817.7,2818.9,2817.7,9092.9,94.5,-2222.9,675,14329.5,8438.8,0,2817.7,2817.7,426.5,0,4575.1,3853.7,1.91,1.9,4198.6,0,0,0,0,0,0,0,5841.4,768.8,21315.9,21315.9,5884,0.6,218.1,5890.7,0,0,0,0,122.8,870.7,878.7,1379.7,0,0,16481.4,14,722513,5812,2338229773,0.85,0.85,55.52,61.785,50.84,1,2298792325,0.8,0.8,54.14,64,52.63,2530,253010,25,25301040,5812
SBUX,2017,62.63176531,69.55886167,68.62944686,47.40085628,B,B+,B+,C+,STARBUCKS CORP,-155.6,1158.2,-163,0,126.1,782.5,14365.6,3.807,41.1,1519.4,5450.1,5450.1,3469.5,2690.9,333.5,2837.7,2884.9,0.2,-41.3,0,2837.5,16074,1461.5,1431.6,1431.6,1449.5,18.1,1.4,0.001,0,0,2884.7,0,750.2,400,3932.6,0,1450.4,1515.9,0,1515.9,3908.1,277,1.97,1.97,1.99,1.99,0,0,10.8,-4.4,-3001.6,161.1,6312.8,2884.7,2884.7,2884.9,2884.7,9389.6,139.7,-850,749,14365.6,8908.6,0,2884.7,2884.7,667.8,0,4174.3,3908.1,2.06,2.05,4317.5,0,0,0,0,0,0,0,5407.6,938.4,22386.8,22386.8,5450.1,-164.8,176,5457,0,0,0,0,77.5,789.1,1389.1,1432.6,0,0,17467.3,14,722513,5812,2324494282,1.05,1.05,57.43,64.87,52.58,1,2306289517,1,1,53.71,64.87,50.84,2530,253010,25,25301040,5812
SBUX,2018,62.35222643,78.40444154,66.8418124,41.17085387,B,A-,B+,C,STARBUCKS CORP,-330.3,546.9,-362.7,0,6432.3,1179.3,24156.4,0.8934,41.1,1976.4,1169.5,1169.5,-3414.3,8937.8,6294,4343.3,4518,-0.3,-199.7,0,4343.6,17843.6,1394.6,1309.1,1309.1,1382.7,18.1,1.3,0.001,0,0,4518.3,349.9,5584.1,0,9090.2,0,1743.4,1760.5,0,1760.5,3873.5,291,3.24,3.24,3.27,3.27,0,0,-39.5,-41.2,-3242.8,-999.5,6875.9,4518.3,4518.3,4518,4518.3,10266,613.8,-2361.5,7936,24156.4,22980.6,0,4518.3,4518.3,487,0,11937.8,3873.5,2.52,2.51,5780,0,0,0,0,0,0,0,1127.1,1648.5,24719.5,24719.5,1169.5,1589.8,250.3,1175.8,0,0,0,0,0,-135.5,1176.9,1262,0,0,19599,14,722513,5812,2804462428,1.32,1.32,64.4,68.98,47.37,1,2512611833,1.26,1.26,56.84,61.94,47.37,2530,253010,25,25301040,5812
SBUX,2019,62.95988037,83.39384474,67.67898041,37.49066237,B,A,B+,C,STARBUCKS CORP,-503.3,2245.4,-508.1,0,750.4,1189.7,19219.6,-5.261,41.1,1806.6,-6232.2,-6232.2,-10504.8,2757.1,-6069.7,3421.6,3594.6,-4.6,-145.4,0,3426.2,19380.7,1233.2,1184.6,1184.6,1221.2,18,1.2,0.001,0,0,3599.2,0,1996,350,11167,0,1761.3,1801.6,0,1801.6,3928.3,346,2.92,2.92,2.95,2.95,0,0,-49,-17.5,-10056.9,506.4,7127.9,3599.2,3599.2,3594.6,3599.2,4936,628.1,-1010.8,7928.5,19219.6,25450.6,0,3599.2,3599.2,394.5,0,5047,3928.3,2.64,2.61,4466.2,0,0,0,0,0,0,0,-6274.5,1020.3,26508.6,26508.6,-6232.2,474.4,308,-6231,0,0,0,0,0,1579.4,470.1,871.6,0,0,21203,14,722513,5812,2003158898,1.49,1.49,87.92,99.72,61.395,1,2452541404,1.44,1.44,88.42,99.72,54.705,2530,253010,25,25301040,5812
SBUX,2020,67.45721254,83.79102364,69.26583084,50.0438551,B+,A,B+,B-,STARBUCKS CORP,-364.6,2358.5,-299.7,0,-1237.4,997.9,29374.5,-6.6523,373.9,1483.6,-7805.1,-7805.1,-11954.4,4632.1,1664.3,1058.6,924.7,-3.6,193.5,0,1062.2,19109.9,1181.8,1173.3,1173.3,1172.8,18,1.2,0.001,0,0,928.3,2937.5,4727.6,0,22321.3,0,1923.5,1436.6,0,1436.6,1299.6,349,0.79,0.79,0.79,0.79,0,0,64.7,-37.7,1713.3,1925.1,4408.1,928.3,928.3,924.7,928.3,14521.9,-44.4,-1711.5,7347.7,29374.5,37173.9,0,928.3,928.3,362.2,438.8,1597.8,1299.6,0.88,0.87,1164.4,0,0,0,0,0,0,0,-8180.2,1395.4,23518,23518,-7805.1,-60.4,248.6,-7799.4,0,0,0,0,0,1631.8,1699.1,239.7,0,0,20787.1,14,722513,5812,2431190543,1.68,1.68,106.98,107.14,50.02,1,2434048557,1.64,1.64,85.92,94.13,50.02,2530,253010,25,25301040,5812
SBUX,2021,70.42083345,87.55708919,69.050816,57.05322947,B+,A,B+,B-,STARBUCKS CORP,147.2,2453.3,-61.2,0,-884.4,1211.6,31392.6,-4.5095,846.1,1470,-5321.2,-5321.2,-9348.4,6617.9,2104.8,4712.1,4200.3,1,227.2,0,4711.1,21239.1,1185.5,1180,1180,1177.6,18,1.2,0.001,0,0,4199.3,2250.2,0,1250,21354.9,0,2119,2697.2,0,2697.2,4447.2,383,3.54,3.54,3.57,3.57,0,0,86.2,0,-3651,923.4,7821.5,4199.3,4199.3,4200.3,4199.3,16040.4,1093.8,-319.5,7052.3,31392.6,36707.1,0,4199.3,4199.3,479,0,5989.1,4447.2,2.98,2.96,5356.9,0,0,0,0,0,0,0,-6168.5,1133.1,29060.6,29060.6,-5321.2,904.1,319.1,-5314.5,0,0,0,0,0,1726.3,756.3,1156.6,0,0,23171.7,14,722513,5812,1528921282,1.84,1.84,116.97,126.32,95.92,1,1505864796,1.8,1.8,110.31,126.32,85.09,2530,253010,25,25301040,5812
MTCH,2015,6.64837082,0,8.594658911,6.966911765,D-,D-,D,D-,MATCH GROUP INC,-152.103,138.545,0,0,54.496,86.883,5209.95,21.7321,11486.315,62.049,1804.526,1804.526,-881.666,1520.647,491.042,47.67,113.374,-7.399,0,0,55.069,778.161,88.267,270.172,83.035,82.944,1.603,0.27,0.001,0,-1.799,117.656,40,788,80,1748.213,0.017,113.196,113.196,0,113.196,266.183,5,1.33,1.33,1.44,1.44,0,0,-10.298,345.435,734.808,80.812,2452.772,119.455,119.455,113.357,119.455,3994.429,-3.541,-582.721,98.202,5209.95,2963.734,30.391,119.472,119.472,2.58,0,349.253,266.183,1.91,1.77,142.873,0,0,0,0,0,0,0,179.291,276.87,3230.933,3230.933,1804.526,-52.254,105.45,2215.825,9861.35,9861.35,187.137,0,56.418,-346.803,65.143,29.516,0.017,-0.152,2850.593,14,519130,7370,249411037,1.36,1.36,60.05,84.66,58.3,2.1584,249411037,1.36,1.36,60.05,84.66,58.3,5020,502030,50,50203010,7370
MTCH,2016,9.194939724,0,7.37942629,13.51678043,D,D-,D-,D,MATCH GROUP INC,-166.123,92.962,0,0,-29.461,62.863,4645.873,23.847,11921.559,78.039,1869.222,1869.222,-410.281,1418.529,-152.26,-57.793,-16.151,18.638,0,0,-76.431,745.047,80.045,271.829,78.384,80.045,1.405,0.272,0.001,0,0,-41.469,20,400,576.409,1582.484,0.189,0,0,0,0,290.183,9.1,-0.52,-0.52,-0.52,-0.52,0,0,-6.434,-26.125,-451.065,346.392,2394.835,-41.469,-41.469,-16.34,-41.469,3625.981,435.812,12.862,77.706,4645.873,2602.376,32.827,-41.28,-41.28,30.461,0,292.377,290.183,1.7,1.7,-81.274,0,0,0,0,0,0,0,123.991,261.49,3139.882,3139.882,1869.222,-292.808,104.82,2010.67,10176.6,10176.6,193.445,0,51.764,-226.287,45.226,-64.934,0.189,0,2710.197,14,519130,7370,171475320,0,0,64.79,68.745,38.82,2.1584,171475320,0,0,64.79,68.745,38.82,5020,502030,50,50203010,7370
MTCH,2017,14.1719129,0,21.4987195,12.11429221,D,D-,D+,D,MATCH GROUP INC,-103.568,137.706,0,0,31.338,76.571,5867.81,29.4128,12165.002,75.523,2430.028,2430.028,-792.775,1635.804,301.622,434.251,358.008,66.881,0,0,367.37,651.008,85.31,276.781,82.618,80.089,1.306,0.277,0.001,0,-33.531,271.393,13.75,1317.5,838.636,1979.469,0,0,0,0,0,357.534,7,3.18,3.18,3.81,3.81,0,0,11.548,-577.129,-166.124,344.056,2656.231,304.924,304.924,358.008,304.924,4969.159,303.122,39.508,63.853,5867.81,2878.12,42.867,304.924,304.924,1.587,0,416.69,357.534,6.12,5.35,66.958,0,0,0,0,0,0,0,491.47,337.266,3307.239,3307.239,2430.028,-186.868,264.618,2946.823,10226.721,10226.721,194.163,0,0,31.251,-6.427,-291.05,0,0,2833.297,14,519130,7370,190882446,0,0,122.28,137.86,65.4,2.1584,190882446,0,0,122.28,137.86,65.4,5020,502030,50,50203010,7370
MTCH,2018,21.4156689,0,21.55660462,27.71900826,D+,D-,D+,C-,MATCH GROUP INC,-128.722,188.309,0,0,85.5,74.907,6874.585,33.947,12022.387,85.634,2843.125,2843.125,-515.156,2256.93,500.003,726.341,757.747,124.658,0,0,601.683,911.146,91.322,278.46,83.752,83.407,1.2,0.278,0.001,0,-25.228,601.733,13.75,260,14.113,2245.548,0,0,0,0,0,573.995,7.8,6.59,6.59,7.52,7.52,0,0,-1.887,-498.512,-312.798,178.458,3351.746,626.961,626.961,757.747,626.961,5863.036,479.346,-173.44,104.391,6874.585,3257.097,65.687,626.961,626.961,58.746,0,988.128,573.995,5.06,4.35,761.558,0,0,0,0,0,0,0,1130.072,289.321,4262.892,4262.892,2843.125,238.144,238.42,3551.801,10309.612,10309.612,194.708,0,0,41.186,11.456,3.811,0,0,3505.138,14,519130,7370,225499051,0,0,183.04,223.54,123.25,2.1584,225499051,0,0,183.04,223.54,123.25,5020,502030,50,50203010,7370
MTCH,2019,23.58598406,0,49.24644913,8.565267697,D+,D-,C+,D,MATCH GROUP INC,-136.349,300.694,0,0,58.548,94.356,8332.825,34.5781,11683.799,136.652,2928.042,2928.042,-504.894,3159.942,1006.673,533.854,543.82,110.665,0,0,423.189,1127.42,89.855,279.387,84.679,84.133,1.104,0.279,0.001,0,-26.063,405.068,46.868,1540,348.785,3312.344,0,0,0,0,0,566.612,8.7,4.5,4.5,5.12,5.12,0,0,-1.568,-708.921,399.831,317.874,3629.635,431.131,431.131,543.82,431.131,7255.189,326.151,-329.529,48.649,8332.825,4389.98,44.527,431.131,431.131,74.941,0,937.939,566.612,5.06,4.45,494.511,0,0,0,0,0,0,0,1553.576,307.642,4757.055,4757.055,2928.042,6.521,240.788,3898.318,10309.612,10309.612,194.708,0,0,145.666,34.079,-49.309,0,0,4009.449,14,519130,7370,197265817,0,0,249.11,268.72,173.43,2.1584,197265817,0,0,249.11,268.72,173.43,5020,502030,50,50203010,7370
MTCH,2020,31.00478319,0,51.74726451,22.44463701,C-,D-,B-,D+,MATCH GROUP INC,-81.454,248.328,0,0,31.357,29.2,2976.98,-4.4053,7394.646,42.376,-1177.667,-1177.667,-2679.099,739.302,-2401.056,227.255,187.841,58.208,0,0,169.047,635.833,242.464,267.329,267.329,223.433,1.028,0.267,0.001,0,-9.999,484.313,7.143,1020,420,3618.195,-365.991,0,0,0,0,750.315,1.9,0.49,2,0.58,2.21,0,0,5.426,-155.49,1676.887,173.716,1755.436,494.312,494.312,553.911,494.312,2442.21,-4834.06,-4885.551,17.521,2976.98,4152.965,0.64,128.321,128.321,-2.639,0,802.182,750.315,2.16,1.95,586.785,0,0,0,0,0,0,0,-8572.58,138.923,2391.269,2391.269,-1177.667,13.9,102.268,-1176.625,0,0,0,0,0,206.8,10.976,32.874,-365.991,13.63,1596.758,14,519130,7370,679230618.5,0,0,151.19,159.53,57.72794663,1,679230618.5,0,0,151.19,159.53,57.72794663,5020,502030,50,50203010,7370
MTCH,2021,47.39756759,29.55435607,68.47829729,34.59768047,C+,C-,B+,C,MATCH GROUP INC,-223.754,370.305,0,0,483.977,37.871,5063.288,-0.7188,8164.216,79.971,-203.769,-203.769,-3387.462,827.33,76.21,133.946,276.554,-1.477,0,0,135.423,839.308,304.84,283.47,283.47,275.004,0.982,0.283,0.001,0,5.623,282.837,110.545,500,630.658,3942.954,0.509,0,0,0,0,859.179,2.54,0.93,0.93,1.01,1.01,0,0,-7.57,199.066,111.106,174.506,2143.969,277.214,277.214,276.045,277.214,3748.372,0.051,-939.825,16.36,5063.288,5257.87,1.26,277.723,277.723,-24.038,0,912.499,859.179,2.3,2.09,256.148,0,0,0,0,0,0,0,-8368.268,190.282,2983.277,2983.277,-203.769,-448.5,146.816,-195.842,0,0,0,0,0,204.676,40.926,-19.897,0.509,0,2054.137,14,519130,7370,720069947,0,0,132.25,182,118.51,1,720069947,0,0,132.25,182,118.51,5020,502030,50,50203010,7370
HPE,2016,67.50614463,55.18548102,68.69158879,75.65932224,B+,B-,B+,A-,HEWLETT PACKARD ENTERPRISE,-6599,9150,0,0,-1851,5943,79679,18.8726,35248,3280,31448,31448,6186,12987,3145,1577,3161,0,0,-1469,1577,32487,1739,1666.332,1666.332,1715,68.146,17,0.01,0,0,3161,3532,1074,833,12608,0,373,379,0,379,3742,195,1.82,1.82,1.84,1.84,0,0,0,494,-2232,2201,17636,3161,3161,3161,3161,44126,3342,419,12879,79679,48161,0,3161,3161,257,756,4958,3742,1.78,1.76,4079,0,0,0,0,0,0,0,-3817,11949,50123,50123,31448,408,597,31518,0,0,0,0,20,4287,656,918,0,0,42606,11,334111,3571,2809431557,0.22,0.23,23.14,24.79,11.625,1,2972664246,0.22,0.22,22.47,23.53,11.625,4520,452020,45,45202030,3571
HPE,2017,69.34342756,59.29512573,67.13248365,81.65986238,B+,B,B+,A-,HEWLETT PACKARD ENTERPRISE,-2895,8071,0,0,-2806,6072,61406,14.7107,33583,3137,23466,23466,4908,9579,-3408,1318,344,0,0,1085,1318,17973,1674,1595.161,1595.161,1646,63.228,16,0.01,0,0,436,3850,2259,3783,10182,-92,428,429,0,429,1881,66,0.21,0.26,0.21,0.26,0,0,0,4546,610,1921,10898,436,436,436,436,33687,-240,-4907,8691,61406,37901,0,344,344,-19,845,889,1881,0.69,0.68,272,0,0,0,0,0,0,0,-10133,8455,28871,28871,23466,-1256,454,23505,0,0,0,0,143,4559,836,-164,-92,-92,24465,11,334111,3571,3003669718,0.26,0.27,14.36,24.88,12.815,1,3032344419,0.26,0.26,13.92,24.88,12.97,4520,452020,45,45202030,3571
HPE,2018,67.34692701,58.98632295,68.69307059,71.91347433,B+,B,B+,B+,HEWLETT PACKARD ENTERPRISE,-3218,6441,0,0,1197,6092,55493,14.9223,30342,2956,21239,21239,2913,4880,-4699,1771,1908,0,0,-232,1771,19278,1553,1423.303,1423.303,1529,59.868,14,0.01,0,0,2012,2005,2457,4138,10136,-104,570,733,0,733,2484,60,1.23,1.3,1.25,1.32,0,0,0,106,-5592,964,11574,2012,2012,2012,2012,31410,-67,-2071,6657,55493,34219,0,1908,1908,-1217,809,2964,2484,0.49,0.48,268,0,0,0,0,0,0,0,-9117,8611,30852,30852,21239,-646,309,21274,0,0,0,0,0,2175,538,-1744,-104,-104,25792,11,334111,3571,2886653959,0.375,0.4125,13.21,19.475,12.0868,1,2837302897,0.375,0.375,15.25,19.475,12.815,4520,452020,45,45202030,3571
